,transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,age,ageCategory,corridorID,corridorName,serviceType,direction,distance_km,seqDiff,tripDuration,dayOfWeek,peakHour,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
35503,TVLI201M0I54IW,4581300237839678,dki,Kacung Pudjiastuti,Female,2006,17,Teenager,11N,Rusun Cipinang Muara - Jatinegara,BRT,1.0,2.1,8,0.834,Friday,True,Imigrasi Jaktim 2,-6.214552,106.8818,3,2023-04-14 17:11:35,Sbr. Komplek Pacul Mas,-6.221005,106.89961,11,2023-04-14 18:01:37,3500.0
35508,REIJ814S0O92PY,2614059373381201,dki,T. Bakidin Sihotang,Female,1987,36,Adult,M7B,BKN - Blok M,BRT,0.0,1.61,5,1.704,Friday,True,Komplek Polri Duren Tiga,-6.254242,106.83148,14,2023-04-14 15:58:14,Transvision,-6.240036,106.82842,19,2023-04-14 17:40:27,3500.0
35510,WWKJ676M0L69IQ,3504089754852802,dki,Prasetyo Astuti,Male,1988,35,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,1.0,2.9,1,1.451,Friday,True,Walikota Jakarta Timur 1,-6.212327,106.94515,1,2023-04-14 16:18:22,Rusun Rawa Bebek,-6.196241,106.9658,2,2023-04-14 17:45:26,3500.0
35513,WZHZ527F7V32XC,349683800593553,emoney,Asirwada Megantara,Female,2009,14,Teenager,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,0.0,0.3,1,1.098,Friday,True,Rusun Cipinang Besar Selatan,-6.231625,106.88288,0,2023-04-14 15:55:45,TPU Kb. Nanas 2,-6.232106,106.88017,1,2023-04-14 17:01:36,3500.0
35515,GKUC321Y3Z97OX,349577577192740,emoney,"Talia Nababan, S.IP",Male,2002,21,Young Adult,10A,Rusun Marunda - Tanjung Priok,BRT,0.0,3.77,2,0.927,Friday,True,STIP 2,-6.104694,106.95903,3,2023-04-14 18:53:02,Kebantenan,-6.114554,106.9264,5,2023-04-14 19:48:40,3500.0
35517,YAQK659B0F32VW,30213702385918,bni,Farhunnisa Latupono,Male,1983,40,Adult,11K,Rusun Komarudin - Penggilingan,BRT,0.0,0.67,2,1.297,Friday,True,Rusun Komarudin,-6.208781,106.94252,0,2023-04-14 17:52:01,Penggilingan,-6.214132,106.93961,2,2023-04-14 19:09:50,3500.0
35521,EPAM071B5K63EN,4188469163215,online,"Cut Ayu Rahayu, S.Pd",Male,1982,41,Adult,5D,PGC 1 - Ancol,BRT,0.0,0.46,1,1.606,Friday,True,Tegalan,-6.203101,106.85715,9,2023-04-14 19:58:58,Matraman 1,-6.19998,106.85443,10,2023-04-14 21:35:18,3500.0
35524,CWRV713B2B15JL,30233090748972,bni,Salimah Riyanti,Female,2002,21,Young Adult,8A,Jelambar - Juanda,BRT,1.0,1.18,1,1.653,Friday,True,S Parman Podomoro City Arah Barat,-6.175587,106.79223,5,2023-04-14 17:31:28,Jelambar,-6.166548,106.78651,6,2023-04-14 19:10:39,3500.0
35527,MUCL400N8X14UG,3521643682976940,dki,Rahmi Saptono,Female,2012,11,Children,9,Pinang Ranti - Pluit,BRT,1.0,13.57,17,1.384,Friday,True,Jembatan Besi,-6.152005,106.7949,4,2023-04-14 16:48:36,BNN Arah Barat,-6.24651,106.87318,21,2023-04-14 18:11:37,3500.0
35534,EYDO118W4V12KH,3541980313378864,dki,T. Paiman Wastuti,Female,2000,23,Young Adult,11N,Rusun Cipinang Muara - Jatinegara,BRT,0.0,2.1,7,1.059,Friday,True,Gg. Randu,-6.221883,106.89946,1,2023-04-14 18:21:05,Imigrasi Jaktim 1,-6.214787,106.88182,8,2023-04-14 19:24:39,3500.0
35540,LWJU366R8T29ID,5578930710752840,dki,Hairyanto Pranowo,Female,1985,38,Adult,11N,Rusun Cipinang Muara - Jatinegara,BRT,0.0,1.78,4,1.179,Friday,True,St. Klender 1,-6.213598,106.89787,4,2023-04-14 19:16:09,Imigrasi Jaktim 1,-6.214787,106.88182,8,2023-04-14 20:26:52,3500.0
35542,VHXY362N3X88QB,4676547013558532566,brizzi,"Sutan Prabowo Usamah, S.I.Kom",Female,1981,42,Adult,6A,Ragunan - MH Thamrin via Kuningan,BRT,0.0,0.47,1,0.877,Friday,True,Kuningan Madya,-6.21341,106.8305,15,2023-04-14 15:48:59,Setiabudi Utara,-6.209189,106.830237,16,2023-04-14 16:41:37,3500.0
35543,HMFH989K4L74TT,3521870832057616,dki,Vino Mayasari,Male,2007,16,Teenager,D11,Depok - BKN,BRT,1.0,0.67,3,1.21,Friday,True,ACE Hardware,-6.387532,106.82738,9,2023-04-14 19:42:19,Term. Depok Baru,-6.391068,106.82251,12,2023-04-14 20:54:54,3500.0
35547,RABU629A2Z50DN,4827442129358526,dki,"R.A. Oliva Yuliarti, M.Kom.",Female,1992,31,Adult,4D,Pulo Gadung 2 - Kuningan,BRT,0.0,0.97,2,1.237,Friday,True,Halimun,-6.205137,106.83338,14,2023-04-14 19:39:59,Kuningan Madya,-6.21341,106.8305,16,2023-04-14 20:54:12,3500.0
35549,SPAD368V2N11PN,4993710478837,online,Gaduh Nasyidah,Female,1990,33,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,0.0,3.28,5,1.738,Friday,True,Raya Penggilingan,-6.183068,106.93194,20,2023-04-14 18:56:27,Kayu Mas,-6.17911,106.90255,25,2023-04-14 20:40:43,3500.0
35552,ZLHH906C8Z44NZ,5321470256126935,dki,"Tania Halimah, S.Ked",Female,2002,21,Young Adult,13B,Puri Beta - Pancoran Barat,BRT,1.0,6.62,7,0.912,Friday,True,Tendean,-6.240213,106.83102,2,2023-04-14 19:00:54,Seskoal,-6.238064,106.77121,9,2023-04-14 19:55:36,3500.0
35553,ZEOL463D7U74RB,2716817624410658,dki,Mahfud Uyainah,Male,1973,50,Adult,2A,Pulo Gadung - Rawa Buaya via Balai Kota,BRT,0.0,5.04,4,1.74,Friday,True,Indosiar,-6.163376,106.77514,19,2023-04-14 17:32:10,Jembatan Baru,-6.154831,106.73038,23,2023-04-14 19:16:33,3500.0
35556,LLZK003Q3F78VS,4613911137735824,dki,"Viman Mayasari, M.Pd",Male,1992,31,Adult,M6,Ragunan - MH Thamrin,BRT,1.0,1.13,2,1.065,Friday,True,Bundaran HI,-6.193021,106.823,17,2023-04-14 17:33:47,Bank Indonesia Arah Utara,-6.182776,106.8228,19,2023-04-14 18:37:41,3500.0
35559,MCXM612B0Z95VG,30411542225886,bni,Sidiq Nuraini,Male,1980,43,Adult,9,Pinang Ranti - Pluit,BRT,1.0,5.75,6,1.247,Friday,True,Jembatan Tiga Arah Utara,-6.133383,106.79267,2,2023-04-14 16:46:20,RS Harapan Kita Arah Selatan,-6.185221,106.79709,8,2023-04-14 18:01:10,3500.0
35564,KEVS324H0F53XQ,4055737709006,online,Genta Nurdiyanti,Female,1988,35,Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,0.0,2.88,2,1.572,Friday,True,Semanggi,-6.22111,106.81354,12,2023-04-14 15:51:06,Tosari,-6.196892,106.82309,14,2023-04-14 17:25:24,3500.0
35567,CEVI201Q7J22KL,6592199688926618,dki,"Cut Ifa Kusumo, S.Pt",Female,1979,44,Adult,M8,Lebak Bulus - Pasar Baru,BRT,0.0,8.82,9,1.229,Friday,True,Kedoya Assiddiqiyah,-6.174495,106.76585,10,2023-04-14 19:54:58,Kebayoran Lama Bungur,-6.252688,106.78164,19,2023-04-14 21:08:42,3500.0
35572,VPNF119U1A37HE,2720228027487356,dki,Anggabaya Mangunsong,Female,1985,38,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,0.0,3.16,3,1.449,Friday,True,Kuningan Barat,-6.23725,106.82794,11,2023-04-14 17:11:31,Bundaran Senayan,-6.227869,106.80094,14,2023-04-14 18:38:29,3500.0
35577,SRFS398Z8L96GU,30375353002744,bni,Drs. Gaman Hidayanto,Male,1992,31,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,0.0,2.04,3,1.444,Friday,True,Pasar Baru Timur,-6.162272,106.83811,10,2023-04-14 19:42:59,Harmoni Arah Utara,-6.162678,106.819663,13,2023-04-14 21:09:39,3500.0
35582,GJKA367Q4Q74KV,503841011862,flazz,drg. Mala Nugroho,Female,1981,42,Adult,13B,Puri Beta - Pancoran Barat,BRT,1.0,2.52,4,1.738,Friday,True,Kebayoran Lama,-6.23834,106.77752,8,2023-04-14 15:08:07,JORR,-6.236104,106.75488,12,2023-04-14 16:52:22,3500.0
35584,GDMS182R4J57PT,4718616234301,online,"Salimah Gunarto, M.Pd",Female,1968,55,Adult,B21,Bekasi Timur - Cawang,BRT,0.0,0.46,2,1.075,Friday,True,BTC,-6.258292,107.02069,8,2023-04-14 15:36:10,Grand Dhika City,-6.261877,107.01858,10,2023-04-14 16:40:40,3500.0
35585,HOQJ606P3X19MM,4790144523070821,dki,Laswi Kusumo,Male,2011,12,Children,9,Pinang Ranti - Pluit,BRT,1.0,2.39,2,1.617,Friday,True,Semanggi,-6.22111,106.81354,12,2023-04-14 17:01:58,Kuningan Barat,-6.23725,106.82794,14,2023-04-14 18:39:00,3500.0
35589,WLAT746B1R78QR,4736304277327671,dki,Ilsa Kurniawan,Female,2008,15,Teenager,T11,Poris Plawad - Bundaran Senayan,BRT,1.0,17.15,14,0.915,Friday,True,RS Harapan Kita Arah Utara,-6.184489,106.79674,6,2023-04-14 20:27:08,SDN Sukasari Enam 2,-6.189308,106.64182,20,2023-04-14 21:22:03,3500.0
35599,ESSW335K4K84JI,4181188603059045,dki,Eli Budiman,Male,1977,46,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,0.0,3.52,2,1.745,Friday,True,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-14 17:39:56,Penggilingan 2,-6.214423,106.93973,2,2023-04-14 19:24:39,3500.0
35601,OYWB505U8D01QW,630471439459,flazz,Aisyah Budiman,Female,2011,12,Children,7,Kampung Rambutan - Bidara Cina,BRT,0.0,0.91,1,1.276,Saturday,True,Cawang Otista,-6.243607,106.86876,11,2023-04-15 07:26:17,Gelanggang Remaja,-6.235445,106.86795,12,2023-04-15 08:42:50,3500.0
35606,LUKI270V0U36MB,213122351336222,emoney,"Drs. Uli Hasanah, M.Ak",Female,2005,18,Young Adult,10,Tanjung Priok - PGC 2,BRT,0.0,2.01,3,0.695,Saturday,True,Kayu Putih Rawasari,-6.187453,106.87542,10,2023-04-15 08:35:44,Ahmad Yani Bea Cukai,-6.205526,106.87378,13,2023-04-15 09:17:27,3500.0
35607,EVTA954T0H39MK,3592479316508823,dki,Cayadi Mayasari,Male,2009,14,Teenager,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,2.53,4,1.248,Saturday,True,Pesakih,-6.154803,106.71527,1,2023-04-15 07:45:22,Dispenda Samsat Barat,-6.154634,106.7381,5,2023-04-15 09:00:14,3500.0
35609,MLBH646H1Q81BQ,30049505347485,bni,"Ophelia Kuswoyo, S.Farm",Male,1983,40,Adult,S21,Ciputat - CSW,BRT,0.0,0.18,1,1.257,Saturday,True,Yado I,-6.253745,106.79098,24,2023-04-15 05:30:33,LPP RRI 1,-6.252131,106.7913,25,2023-04-15 06:45:57,3500.0
35611,EUIL865A6P45VK,4582832677562989,dki,"Rahmi Siregar, S.E.I",Male,1989,34,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,2.97,2,1.835,Saturday,False,Jembatan Gantung,-6.155513,106.74946,6,2023-04-15 09:35:26,Indosiar,-6.163376,106.77514,8,2023-04-15 11:25:33,3500.0
35616,YBYL031U3P99LO,370095866460258,emoney,Pranata Tampubolon,Female,1979,44,Adult,M4,Pulo Gadung 2 - Dukuh Atas 2,BRT,0.0,0.45,1,1.859,Saturday,True,Pasar Genjing,-6.194446,106.86092,4,2023-04-15 05:45:42,Utan Kayu,-6.192728,106.86457,5,2023-04-15 07:37:16,3500.0
35618,GVAZ269G6J53WV,3540357155140234,dki,R. Cornelia Saputra,Male,1985,38,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,0.0,5.46,12,0.415,Saturday,True,Jagal 1,-6.190849,106.93465,17,2023-04-15 06:21:04,ASMI 2,-6.172158,106.88894,29,2023-04-15 06:45:58,3500.0
35626,MUUM226P3L03NN,180001837393123,emoney,"Dr. Damu Winarno, S.IP",Female,1994,29,Adult,8A,Jelambar - Juanda,BRT,0.0,4.91,7,0.962,Saturday,False,Jelambar,-6.166548,106.78651,0,2023-04-15 10:22:34,Juanda,-6.168048,106.83089,7,2023-04-15 11:20:18,3500.0
35629,CEVD453N7N50YW,3575726862796769,dki,Carla Tampubolon,Male,1962,61,Senior Adult,8A,Jelambar - Juanda,BRT,0.0,0.3,1,0.379,Saturday,False,Pecenongan,-6.16771,106.82819,6,2023-04-15 13:19:38,Juanda,-6.168048,106.83089,7,2023-04-15 13:42:23,3500.0
35631,AXOY711X9D03OK,213109637797111,emoney,T. Galar Rajasa,Female,2000,23,Young Adult,M7,Kampung Rambutan - Monas,BRT,0.0,7.24,13,0.964,Saturday,False,Cikoko Stasiun Cawang Arah Barat,-6.243359,106.85815,12,2023-04-15 09:35:31,MH Thamrin,-6.188149,106.82299,25,2023-04-15 10:33:23,3500.0
35632,QYYR090W0C59TW,4227729131214,online,Maryanto Tamba,Male,1982,41,Adult,1,Blok M - Kota,BRT,0.0,6.55,9,0.969,Saturday,False,Karet Sudirman,-6.212457,106.82003,7,2023-04-15 12:44:38,Mangga Besar Arah Utara,-6.15325,106.817536,16,2023-04-15 13:42:46,3500.0
35633,ZBWB688I5X45IZ,371749273751332,emoney,Waluyo Nuraini,Male,1990,33,Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,0.0,3.09,15,0.708,Saturday,True,Masjid Baitul Mukhlish Serdang,-6.155614,106.85854,19,2023-04-15 08:12:26,Atrium 2,-6.17687,106.84042,34,2023-04-15 08:54:54,3500.0
35636,TBNZ642F7C67HJ,2321217432765996,dki,"Lantar Aryani, S.Gz",Male,1967,56,Adult,D21,Universitas Indonesia - Lebak Bulus,BRT,0.0,1.05,2,1.797,Saturday,True,St. Tj. Barat 2,-6.307681,106.8386,10,2023-04-15 07:17:45,Phe Tower Kebagusan,-6.299876,106.83323,12,2023-04-15 09:05:33,3500.0
35637,QRJD953X6X67QU,5220242748386167,dki,Tasnim Sihombing,Female,2007,16,Teenager,M7,Kampung Rambutan - Monas,BRT,0.0,4.31,7,0.536,Saturday,False,Pancoran Tugu Arah Barat,-6.2433,106.84388,14,2023-04-15 12:16:14,Karet Sudirman,-6.212457,106.82003,21,2023-04-15 12:48:22,3500.0
35642,QSTQ425K6C90HZ,3575910364072826,dki,Natalia Rahayu,Male,2009,14,Teenager,8,Lebak Bulus - Pasar Baru via Tomang,BRT,0.0,2.02,3,0.55,Saturday,True,Petojo,-6.169984,106.81698,22,2023-04-15 13:51:20,Pasar Baru,-6.166129,106.83483,25,2023-04-15 14:24:19,3500.0
35659,LCQA036Z0E66WW,4126414491310853775,brizzi,Dariati Maryadi,Female,1985,38,Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,15.67,11,0.694,Saturday,False,Kampung Rambutan,-6.309885,106.88216,0,2023-04-15 12:56:12,RS Islam,-6.168676,106.87027,11,2023-04-15 13:37:51,3500.0
35661,ZSBW852X1B69OB,676391914618,flazz,Jaga Purwanti,Male,2005,18,Young Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,5.31,8,1.302,Saturday,False,RS Islam,-6.168676,106.87027,11,2023-04-15 10:44:49,Monas,-6.176248,106.82286,19,2023-04-15 12:02:55,3500.0
35662,ARVU752U6W50NO,4236399289828180970,brizzi,Eman Hutasoit,Male,1956,67,Senior Adult,M7B,BKN - Blok M,BRT,1.0,0.76,2,1.354,Saturday,True,Rawa Barat 1,-6.238813,106.8159,8,2023-04-15 06:41:26,Kantor Pos Mampang,-6.240216,106.82259,10,2023-04-15 08:02:39,3500.0
35666,EGXI068H1C85CF,4956563442422641,dki,Citra Wahyuni,Female,2002,21,Young Adult,2H,Rusun Jati Rawasari - Senen,BRT,0.0,1.53,2,0.941,Saturday,True,Bengkel Jln. Letjen Suprapto,-6.174721,106.85362,3,2023-04-15 07:07:25,RSPAD 1,-6.176162,106.83987,5,2023-04-15 08:03:54,3500.0
35667,SIZP239O9W17IK,3535503118200501,dki,Drs. Cengkal Lailasari,Male,2012,11,Children,6,Ragunan - Dukuh Atas 2,BRT,1.0,3.23,4,0.515,Saturday,True,Pejaten,-6.278404,106.82972,13,2023-04-15 06:14:45,Ragunan,-6.305769,106.81949,17,2023-04-15 06:45:38,3500.0
35670,RYYT116I0E32WD,213193779899125,emoney,Limar Usada,Female,2003,20,Young Adult,5D,PGC 1 - Ancol,BRT,1.0,6.98,12,1.064,Saturday,True,Kramat Sentiong,-6.18798,106.84595,7,2023-04-15 08:16:49,BNN LRT,-6.245863,106.871143,19,2023-04-15 09:20:38,3500.0
35671,HOKQ786O2D35XC,6011051787457511,dki,"Tgk. Ifa Damanik, M.Ak",Female,1994,29,Adult,9A,PGC 2 - Grogol 2,BRT,1.0,4.59,10,1.286,Saturday,True,Tegal Parang Arah Timur,-6.239005,106.83106,9,2023-04-15 08:00:19,PGC 2,-6.2619,106.8657,19,2023-04-15 09:17:30,3500.0
35672,OXJT593K2T68KH,3573408657682585,dki,Lalita Saragih,Male,1974,49,Adult,M10,PGC 2 - Tanjung Priok,BRT,1.0,7.28,9,1.473,Saturday,True,Cempaka Mas,-6.165888,106.8792,7,2023-04-15 05:11:03,Cipinang Kebon Nanas,-6.231659,106.87637,16,2023-04-15 06:39:25,3500.0
35674,NDQL066I4I72UA,2245530208975489,dki,"Kawaca Narpati, S.Farm",Female,2010,13,Teenager,2,Pulo Gadung - Monas,BRT,0.0,0.36,1,0.949,Saturday,False,Rawa Selatan,-6.173925,106.85809,9,2023-04-15 11:54:29,Galur,-6.174388,106.85485,10,2023-04-15 12:51:27,3500.0
35677,XTGJ178A0S44JU,180097961752050,emoney,Narji Wijaya,Female,2011,12,Children,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,1.0,0.94,1,1.147,Saturday,False,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-15 11:03:27,Kampung Rambutan,-6.309885,106.88216,16,2023-04-15 12:12:15,3500.0
35678,SGRY910M2D79ZP,4658673312063,online,"Farah Mansur, S.Pt",Male,1993,30,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,0.0,2.42,2,1.394,Saturday,False,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,12,2023-04-15 12:25:59,Bundaran Senayan,-6.227869,106.80094,14,2023-04-15 13:49:38,3500.0
35681,EJEW291Z8O58OH,180005680484434,emoney,Zaenab Maheswara,Female,2006,17,Teenager,13D,Puri Beta - Ragunan,BRT,0.0,4.62,7,1.986,Saturday,False,Tirtayasa,-6.239207,106.80777,10,2023-04-15 10:34:29,Buncit Indah,-6.274333,106.83029,17,2023-04-15 12:33:39,3500.0
35683,POBA891W6U96WG,6505428590869475,dki,dr. Janet Budiyanto,Male,1965,58,Adult,4E,Rusun Jatinegara Kaum - Pulo Gadung,BRT,0.0,0.27,1,1.011,Saturday,True,Pool Mayasari Bakti,-6.202095,106.90445,8,2023-04-15 13:57:19,Pool PPD Kec. Pulo Gadung,-6.199649,106.90477,9,2023-04-15 14:57:59,3500.0
35689,GCRB049I1O22QR,2294272245944067,dki,"Tgk. Usyi Sirait, S.Gz",Female,2001,22,Young Adult,12H,Rusun Penjaringan - Penjaringan,BRT,1.0,0.58,1,1.372,Saturday,False,Penjaringan,-6.126306,106.79203,0,2023-04-15 09:21:24,Rusun Penjaringan,-6.130702,106.79487,1,2023-04-15 10:43:42,3500.0
35691,ZZIB755T4L31BB,4721742558058605,dki,Drajat Halimah,Male,1983,40,Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,3.23,4,1.106,Saturday,True,Warung Jati,-6.262364,106.82977,10,2023-04-15 05:04:10,SMK 57,-6.290967,106.82365,14,2023-04-15 06:10:31,3500.0
35693,AGJP495F0H91EW,3530393834004501,dki,Melinda Iswahyudi,Male,1984,39,Adult,13C,Puri Beta - Dukuh Atas,BRT,1.0,1.34,2,1.326,Saturday,True,Kebayoran Lama,-6.23834,106.77752,11,2023-04-15 13:50:34,Cipulir,-6.237818,106.76541,13,2023-04-15 15:10:09,3500.0
35696,KKVZ703J3O39YH,3556146215285027,dki,Cakrawala Yuniar,Female,1998,25,Adult,14,Jakarta International Stadium - Senen,BRT,0.0,0.48,4,0.873,Saturday,False,Atrium 1,-6.177759,106.8412,17,2023-04-15 11:56:51,Term. Senen,-6.17356,106.84213,21,2023-04-15 12:49:14,3500.0
35701,CUPN174G0U31SE,2606548319852663,dki,Julia Rahimah,Female,2006,17,Teenager,9C,Pinang Ranti - Bundaran Senayan,BRT,1.0,4.49,1,1.729,Saturday,False,Cawang UKI,-6.250309,106.8736,13,2023-04-15 09:44:37,Garuda Taman Mini,-6.290154,106.88116,14,2023-04-15 11:28:22,3500.0
35703,GXHT699H8L00TO,4581300237839678,dki,Kacung Pudjiastuti,Female,2006,17,Teenager,11N,Rusun Cipinang Muara - Jatinegara,BRT,0.0,3.91,13,0.395,Saturday,True,Gg. Randu,-6.221883,106.89946,1,2023-04-15 05:46:21,SMPN 14,-6.214718,106.86485,14,2023-04-15 06:10:04,3500.0
35708,GDVE573A6I39GH,2614059373381201,dki,T. Bakidin Sihotang,Female,1987,36,Adult,M7B,BKN - Blok M,BRT,1.0,4.25,19,0.929,Saturday,True,Tendean,-6.240213,106.83102,12,2023-04-15 06:34:56,Yayasan Mambaul Ula,-6.25935,106.8643,31,2023-04-15 07:30:41,3500.0
35710,JUVU073L8U24EE,3504089754852802,dki,Prasetyo Astuti,Male,1988,35,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,0.0,2.96,1,1.55,Saturday,False,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-15 09:56:17,Walikota Jakarta Timur 2,-6.212722,106.94472,1,2023-04-15 11:29:16,3500.0
35713,DJQK339K5J77UE,349683800593553,emoney,Asirwada Megantara,Female,2009,14,Teenager,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,1.0,0.74,4,1.219,Saturday,True,Cipinang Kb. Nanas 1,-6.231595,106.87615,2,2023-04-15 07:22:40,Rusun Cipinang Besar Selatan,-6.231625,106.88288,6,2023-04-15 08:35:49,3500.0
35715,VTWJ741M3K86QZ,349577577192740,emoney,"Talia Nababan, S.IP",Male,2002,21,Young Adult,10A,Rusun Marunda - Tanjung Priok,BRT,1.0,0.76,2,0.892,Saturday,False,STIP,-6.104402,106.95904,4,2023-04-15 11:19:34,Rusun Marunda 2,-6.09826,106.96218,6,2023-04-15 12:13:07,3500.0
35717,VHOZ643M7B80WL,30213702385918,bni,Farhunnisa Latupono,Male,1983,40,Adult,11K,Rusun Komarudin - Penggilingan,BRT,1.0,0.67,1,0.684,Saturday,True,Penggilingan,-6.214132,106.93961,0,2023-04-15 08:05:20,Rusun Komarudin,-6.208781,106.94252,1,2023-04-15 08:46:23,3500.0
35721,ZLKA843K8J26TH,4188469163215,online,"Cut Ayu Rahayu, S.Pd",Male,1982,41,Adult,5D,PGC 1 - Ancol,BRT,1.0,2.61,4,0.977,Saturday,True,Matraman Baru,-6.21288,106.86115,13,2023-04-15 05:30:23,Gelanggang Remaja,-6.235445,106.86795,17,2023-04-15 06:28:59,3500.0
35724,ZNSC521Q5P77DQ,30233090748972,bni,Salimah Riyanti,Female,2002,21,Young Adult,8A,Jelambar - Juanda,BRT,0.0,0.3,1,1.327,Saturday,True,Pecenongan,-6.16771,106.82819,6,2023-04-15 12:41:34,Juanda,-6.168048,106.83089,7,2023-04-15 14:01:10,3500.0
35727,LNPM276Q6C46PP,3521643682976940,dki,Rahmi Saptono,Female,2012,11,Children,9,Pinang Ranti - Pluit,BRT,0.0,1.18,1,1.998,Saturday,True,Penjaringan,-6.126306,106.79203,23,2023-04-15 06:12:34,Pluit,-6.115795,106.79037,24,2023-04-15 08:12:26,3500.0
35734,YWBH008N9I55IB,3541980313378864,dki,T. Paiman Wastuti,Female,2000,23,Young Adult,11N,Rusun Cipinang Muara - Jatinegara,BRT,1.0,0.86,4,1.158,Saturday,True,St. Klender 2,-6.213433,106.89787,7,2023-04-15 08:35:42,Sbr. Komplek Pacul Mas,-6.221005,106.89961,11,2023-04-15 09:45:10,3500.0
35740,TEWV090O8C45LH,5578930710752840,dki,Hairyanto Pranowo,Female,1985,38,Adult,11N,Rusun Cipinang Muara - Jatinegara,BRT,1.0,2.13,9,0.903,Saturday,True,Imigrasi Jaktim 2,-6.214552,106.8818,3,2023-04-15 06:12:19,Koperasi Serba Usaha,-6.222036,106.89954,12,2023-04-15 07:06:31,3500.0
35742,SUBL520J2I96HS,4676547013558532566,brizzi,"Sutan Prabowo Usamah, S.I.Kom",Female,1981,42,Adult,6A,Ragunan - MH Thamrin via Kuningan,BRT,1.0,2.46,2,1.341,Saturday,True,MH Thamrin,-6.188149,106.82299,0,2023-04-15 06:16:09,Setiabudi Utara,-6.209189,106.830237,2,2023-04-15 07:36:35,3500.0
35743,ZNIA844P4A54VS,3521870832057616,dki,Vino Mayasari,Male,2007,16,Teenager,D11,Depok - BKN,BRT,0.0,0.37,1,1.638,Saturday,False,Moch Yusuf Raya 1,-6.379631,106.84094,5,2023-04-15 10:33:13,Sbr. Pesona Square,-6.379679,106.84426,6,2023-04-15 12:11:30,3500.0
35747,RMSK167R0L88AE,4827442129358526,dki,"R.A. Oliva Yuliarti, M.Kom.",Female,1992,31,Adult,4D,Pulo Gadung 2 - Kuningan,BRT,1.0,3.29,6,0.921,Saturday,False,Matraman 2,-6.19891,106.8545,9,2023-04-15 09:20:01,Sunan Giri,-6.193267,106.88367,15,2023-04-15 10:15:18,3500.0
35752,PXWZ752G3I17FP,5321470256126935,dki,"Tania Halimah, S.Ked",Female,2002,21,Young Adult,13B,Puri Beta - Pancoran Barat,BRT,0.0,4.39,3,0.679,Saturday,True,CSW 1,-6.23994,106.79843,10,2023-04-15 06:08:24,Pancoran Barat Arah Timur,-6.241571,106.83808,13,2023-04-15 06:49:09,3500.0
35753,NHDR046F3R00AU,2716817624410658,dki,Mahfud Uyainah,Male,1973,50,Adult,2A,Pulo Gadung - Rawa Buaya via Balai Kota,BRT,1.0,1.62,3,1.008,Saturday,True,Pasar Cempaka Putih,-6.172325,106.86246,16,2023-04-15 06:07:16,Cempaka Timur,-6.166584,106.87591,19,2023-04-15 07:07:45,3500.0
35756,BNCS042C7P73IY,4613911137735824,dki,"Viman Mayasari, M.Pd",Male,1992,31,Adult,M6,Ragunan - MH Thamrin,BRT,0.0,1.77,2,1.59,Saturday,False,Warung Jati,-6.262364,106.82977,14,2023-04-15 10:48:33,Pejaten,-6.278404,106.82972,16,2023-04-15 12:23:58,3500.0
35759,MWIB207H5U79HW,30411542225886,bni,Sidiq Nuraini,Male,1980,43,Adult,9,Pinang Ranti - Pluit,BRT,0.0,17.87,19,1.821,Saturday,True,Pinang Ranti,-6.291075,106.88634,0,2023-04-15 13:21:20,Latumeten Stasiun Grogol Arah Utara,-6.16106,106.7904,19,2023-04-15 15:10:36,3500.0
35764,AZJH606N2V90NZ,4055737709006,online,Genta Nurdiyanti,Female,1988,35,Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,1.0,4.11,3,1.383,Saturday,True,Dukuh Atas,-6.205702,106.82223,3,2023-04-15 07:54:51,Mampang Prapatan,-6.242699,106.82572,6,2023-04-15 09:17:51,3500.0
